"VMail Message","Day Mins","Eve Mins","Night Mins","Intl Mins","CustServ Calls","Day Calls","Day Charge","Eve Calls","Eve Charge","Night Calls","Night Charge","Intl Calls","Intl Charge","Area Code","Phone","Account Length","Churn","Int'l Plan","VMail Plan","State"
0,189.8,115.5,191.3,12.2,0,110,32.27,83,9.82,103,8.61,4,3.29,415,959,103,"0",0,0,28
0,0,192.1,168.8,7.2,1,0,0,119,16.33,95,7.6,4,1.94,510,960,101,"0",0,0,12
19,110.5,227.8,243.6,11,1,87,18.79,97,19.36,84,10.96,4,2.97,408,961,98,"0",0,1,14
0,167.6,219.2,215.9,11.7,4,116,28.49,112,18.63,94,9.72,2,3.16,408,962,104,"0",0,0,16
0,132,197.5,175.8,0,3,90,22.44,75,16.79,114,7.91,0,0,415,963,115,"0",0,0,13
0,167.8,247.9,155.1,11.9,0,88,28.53,81,21.07,108,6.98,4,3.21,408,964,112,"0",0,0,24
0,213.4,204.7,256.6,5.7,1,86,36.28,77,17.4,101,11.55,4,1.54,415,965,70,"0",0,0,43
0,175.4,98.3,201.9,10.6,0,120,29.82,71,8.36,93,9.09,1,2.86,510,966,126,"0",0,0,38
39,82.6,224.4,163.6,9.5,3,113,14.04,63,19.07,88,7.36,1,2.57,510,967,87,"0",0,1,36
31,82.3,256.1,229.6,11.8,6,105,13.99,91,21.77,98,10.33,2,3.19,415,968,73,"1",0,1,40
30,183.1,232.6,248.3,8.4,0,95,31.13,110,19.77,110,11.17,2,2.27,415,970,1,"0",0,1,2
0,176.1,174.9,234.7,9.7,1,90,29.94,106,14.87,134,10.56,4,2.62,415,971,182,"0",0,0,13
0,177.6,296.8,192.9,7.6,3,121,30.19,92,25.23,106,8.68,3,2.05,510,972,27,"0",0,0,36
0,83.2,190.6,150.5,10.7,1,74,14.14,104,16.2,79,6.77,7,2.89,408,973,141,"0",0,0,22
37,235,183.3,139.8,5.7,2,101,39.95,79,15.58,106,6.29,7,1.54,415,974,29,"0",1,1,1
0,105.7,141.8,180.5,6.6,2,95,17.97,100,12.05,105,8.12,12,1.78,415,975,65,"0",0,0,35
0,149.4,171.9,214.5,17.9,3,68,25.4,98,14.61,97,9.65,3,4.83,415,976,81,"1",1,0,41
31,160.3,221.5,261.6,5.6,1,45,27.25,70,18.83,109,11.77,1,1.51,510,978,107,"0",0,1,27
28,95.9,159.5,152.8,10.4,1,117,16.3,131,13.56,132,6.88,3,2.81,415,979,127,"0",1,1,27
0,140.7,195.2,252.9,11.7,0,77,23.92,114,16.59,107,11.38,5,3.16,408,980,78,"0",0,0,45
30,99.9,263.5,254.7,9.8,2,84,16.98,125,22.4,90,11.46,7,2.65,415,982,86,"0",0,1,13
0,200.6,289.5,98.3,11.2,2,117,34.1,120,24.61,95,4.42,5,3.02,415,984,96,"0",1,0,44
38,209.8,196.6,233,7,1,130,35.67,84,16.71,79,10.49,7,1.89,510,985,11,"0",0,1,7
0,239.8,128.9,249.9,11.3,1,107,40.77,121,10.96,110,11.25,5,3.05,510,986,127,"0",0,0,2
0,164.5,147.9,252.7,11.2,0,75,27.97,118,12.57,97,11.37,2,3.02,415,987,63,"0",0,0,48
37,112.8,243.9,178.7,13.2,2,150,19.18,97,20.73,112,8.04,6,3.56,408,989,47,"0",0,1,28
19,112.6,261.7,123.5,11.1,0,114,19.14,132,22.24,116,5.56,2,3,415,990,89,"1",1,1,19
26,226.4,234.7,133.6,10.8,1,117,38.49,97,19.95,82,6.01,7,2.92,510,991,83,"0",0,1,41
34,244.9,219.6,210.8,9.7,4,118,41.63,105,18.67,136,9.49,6,2.62,415,992,126,"0",1,1,24
0,195.7,209.1,201.1,8.3,1,116,33.27,87,17.77,73,9.05,3,2.24,510,994,102,"1",0,0,42
0,222.3,146.2,275.6,8.9,3,99,37.79,82,12.43,82,12.4,4,2.4,415,996,79,"0",0,0,7
8,222.5,171.5,377.5,9.7,1,104,37.83,94,14.58,114,16.99,2,2.62,510,997,55,"0",0,1,11
28,128.8,157.3,147.4,10.3,2,104,21.9,52,13.37,76,6.63,2,2.78,415,998,111,"0",0,1,6
0,174.3,171.3,220.8,8.3,0,105,29.63,107,14.56,131,9.94,2,2.24,415,999,160,"0",0,0,21
0,242.5,162.3,184.1,7.8,4,110,41.23,140,13.8,86,8.28,3,2.11,415,1000,110,"0",0,0,15
33,219.7,186.8,184.5,9.5,2,137,37.35,94,15.88,113,8.3,2,2.57,415,1002,101,"0",0,1,29
0,144.9,151.3,252.4,12.3,2,136,24.63,115,12.86,73,11.36,3,3.32,510,1003,77,"0",0,0,13
33,81.6,235.6,150.9,9.9,1,120,13.87,85,20.03,113,6.79,4,2.67,510,1004,106,"0",0,1,49
0,133.4,121,254.7,5.9,1,113,22.68,92,10.29,129,11.46,4,1.59,415,1005,118,"0",0,0,18
0,197,190.4,211.9,16.1,0,88,33.49,68,16.18,104,9.54,8,4.35,415,1006,95,"0",0,0,13
0,199.5,207.5,83.9,8.1,2,107,33.92,110,17.64,123,3.78,4,2.19,408,1007,37,"0",0,0,30
0,156.8,215.8,223.3,7.6,1,93,26.66,68,18.34,77,10.05,6,2.05,415,1008,87,"0",0,0,11
0,183.4,237.6,228,9,3,85,31.18,100,20.2,94,10.26,5,2.43,415,1009,69,"0",0,0,44
35,181.1,215.9,216.3,16.9,0,59,30.79,116,18.35,106,9.73,4,4.56,415,1012,67,"1",1,1,26
27,117.5,206.8,194.4,4.2,3,102,19.98,127,17.58,114,8.75,7,1.13,510,1013,75,"0",0,1,1
27,218.7,163.4,173.8,15,0,79,37.18,78,13.89,116,7.82,1,4.05,415,1014,123,"0",0,1,8
41,207.3,137.3,115.7,5.9,1,95,35.24,120,11.67,74,5.21,3,1.59,415,1015,41,"0",0,1,15
0,150.6,301.5,158.7,8.1,0,99,25.6,83,25.63,104,7.14,5,2.19,415,1016,75,"0",0,0,1
0,273.3,263.6,165.2,12,1,66,46.46,121,22.41,84,7.43,7,3.24,415,1017,76,"1",1,0,23
0,104.7,82.2,169.4,15.8,3,112,17.8,104,6.99,110,7.62,7,4.27,415,1018,70,"0",0,0,16
0,168.6,298,194.7,9.8,1,102,28.66,117,25.33,110,8.76,5,2.65,415,1019,112,"0",0,0,8
16,174.7,232.1,305.4,8.9,1,92,29.7,105,19.73,98,13.74,2,2.4,415,1021,66,"0",0,1,2
34,204.5,132.8,190.1,14.8,2,79,34.77,113,11.29,117,8.55,9,4,415,1022,129,"0",0,1,23
0,133.3,182.9,241.1,12.9,3,106,22.66,89,15.55,123,10.85,2,3.48,415,1023,107,"1",1,0,39
0,133.9,166.4,193.5,15.4,1,87,22.76,110,14.14,139,8.71,3,4.16,415,1024,138,"0",0,0,17
0,160.2,138.9,312.5,9.7,0,104,27.23,70,11.81,97,14.06,2,2.62,510,1025,103,"0",0,0,49
0,72.8,267.1,222.5,11.8,2,120,12.38,120,22.7,91,10.01,2,3.19,415,1026,161,"0",0,0,36
0,216,186.9,210.7,4.9,2,85,36.72,114,15.89,109,9.48,10,1.32,415,1030,129,"0",0,0,9
36,115.9,236.6,255,11.7,3,120,19.7,95,20.11,90,11.48,6,3.16,415,1032,81,"0",0,1,6
0,189.8,147.7,172.7,10.6,1,101,32.27,80,12.55,121,7.77,5,2.86,510,1033,114,"0",0,0,17
0,136.4,202.5,230.7,11.5,3,104,23.19,110,17.21,86,10.38,1,3.11,415,1034,86,"0",0,0,7
0,170.5,277.5,162.5,12.2,1,86,28.99,88,23.59,117,7.31,6,3.29,408,1035,96,"0",0,0,11
17,236.5,163.1,236.7,12.2,2,94,40.21,94,13.86,117,10.65,3,3.29,415,1037,57,"0",1,1,7
0,153.9,220.1,280.5,8.5,2,117,26.16,122,18.71,147,12.62,3,2.3,510,1038,65,"0",0,0,1
40,237.4,175.9,210.3,9.2,3,105,40.36,93,14.95,110,9.46,3,2.48,510,1040,142,"0",0,1,34
0,197.3,305.8,171,6.7,1,91,33.54,81,25.99,105,7.69,6,1.81,415,1041,70,"0",0,0,18
0,139.4,143.4,225.2,10,2,96,23.7,108,12.19,107,10.13,5,2.7,408,1044,174,"0",0,0,20
0,139.7,202.6,203.6,11.3,2,78,23.75,119,17.22,102,9.16,5,3.05,415,1046,104,"0",0,0,45
0,177.2,228.7,194.3,8.9,2,91,30.12,105,19.44,113,8.74,3,2.4,408,1047,134,"0",0,0,49
35,169.8,173.7,214.6,9.5,2,136,28.87,101,14.76,105,9.66,7,2.57,415,1048,108,"0",0,1,38
0,173.5,244.3,221.6,9.7,3,83,29.5,65,20.77,66,9.97,2,2.62,415,1049,103,"0",0,0,35
0,115.1,196.8,212.4,11.4,2,89,19.57,111,16.73,98,9.56,3,3.08,415,1050,162,"0",0,0,36
19,136.8,179.5,71.1,12.5,2,113,23.26,105,15.26,95,3.2,3,3.38,510,1051,93,"0",0,1,31
23,243.9,133,213.7,13.4,2,112,41.46,106,11.31,123,9.62,11,3.62,415,1053,155,"0",0,1,3
0,117.1,235.4,221.3,9,0,94,19.91,117,20.01,108,9.96,2,2.43,510,1054,36,"0",0,0,9
0,223.3,167.1,203,4.5,0,99,37.96,128,14.2,84,9.14,4,1.22,415,1055,143,"1",0,0,1
0,261.4,215.7,271.8,8,1,141,44.44,102,18.33,96,12.23,6,2.16,510,1057,81,"1",0,0,9
18,149.9,170.9,171.5,11.5,0,84,25.48,84,14.53,112,7.72,7,3.11,415,1058,103,"1",0,1,31
0,259.4,172.7,293.7,10.7,1,99,44.1,125,14.68,78,13.22,6,2.89,510,1060,136,"1",0,0,25
0,69.4,190.8,219.9,8.9,0,79,11.8,109,16.22,102,9.9,5,2.4,415,1061,95,"0",0,0,39
0,61.2,92.3,197.4,13.7,5,111,10.4,88,7.85,114,8.88,3,3.7,415,1063,113,"1",0,0,7
0,245.2,101.5,152.3,10.7,0,112,41.68,101,8.63,116,6.85,5,2.89,408,1064,128,"0",1,0,47
36,230.9,167.6,270,7.6,3,92,39.25,121,14.25,87,12.15,4,2.05,415,1065,48,"0",0,1,17
0,192.8,158,235.5,12.7,1,68,32.78,86,13.43,105,10.6,6,3.43,510,1066,57,"0",0,0,39
38,219.4,180.5,104.1,11,2,92,37.3,73,15.34,91,4.68,1,2.97,510,1067,107,"0",0,1,1
0,137.2,165.9,182.3,14.3,1,111,23.32,119,14.1,72,8.2,4,3.86,415,1068,56,"0",0,0,5
0,271.1,172,169.2,10.3,1,80,46.09,133,14.62,105,7.61,5,2.78,415,1069,102,"0",0,0,23
0,103.4,189.3,227.2,14.4,1,94,17.58,125,16.09,125,10.22,3,3.89,408,1070,107,"0",0,0,49
0,165.4,273.7,210,8.7,0,106,28.12,109,23.26,93,9.45,3,2.35,415,1071,225,"1",0,0,41
0,235.7,136.9,220.9,13.3,1,79,40.07,85,11.64,97,9.94,10,3.59,415,1072,169,"0",0,0,11
22,204.5,139.6,205,8.6,2,92,34.77,121,11.87,103,9.23,5,2.32,510,1073,122,"0",0,1,16
0,178.4,247,259.9,9.6,0,143,30.33,123,21,105,11.7,2,2.59,408,1074,106,"0",0,0,15
32,130.1,247.2,289.4,13.5,2,68,22.12,77,21.01,87,13.02,5,3.65,415,1075,52,"0",0,1,34
0,148.4,267.1,151.5,8.9,0,110,25.23,90,22.7,101,6.82,4,2.4,408,1076,70,"0",0,0,40
0,148.6,210.8,203.7,10,2,106,25.26,65,17.92,86,9.17,2,2.7,408,1077,80,"0",0,0,4
0,191.1,129.2,207.5,12.9,0,69,32.49,113,10.98,117,9.34,1,3.48,415,1078,37,"0",0,0,31
39,218.5,112.7,205.1,7.3,1,76,37.15,94,9.58,121,9.23,4,1.97,415,1079,161,"0",0,1,34
38,236.6,197.5,209.5,9.5,2,69,40.22,68,16.79,102,9.43,10,2.57,415,1081,80,"0",0,1,7
0,85.9,226.7,279.6,15.6,0,113,14.6,91,19.27,110,12.58,16,4.21,415,1082,94,"0",0,0,7
27,141.2,167.7,274.4,11.4,1,96,24,94,14.25,101,12.35,2,3.08,415,1083,105,"0",0,1,43
31,194.4,176,230.1,11.5,0,104,33.05,84,14.96,110,10.35,3,3.11,415,1084,73,"0",0,1,33
0,167.6,154.5,281.4,17.3,2,100,28.49,90,13.13,107,12.66,3,4.67,415,1085,112,"0",0,0,43
0,234.5,164.2,191.4,6.1,1,134,39.87,94,13.96,72,8.61,4,1.65,408,1086,179,"0",0,0,19
14,143.2,169.9,221.6,11.6,1,99,24.34,91,14.44,77,9.97,1,3.13,415,1087,127,"0",0,1,16
35,161.9,151.2,191,8.5,1,85,27.52,82,12.85,131,8.59,2,2.3,510,1088,33,"0",0,1,17
0,179.1,196.6,186.7,10.2,1,123,30.45,132,16.71,116,8.4,10,2.75,408,1090,100,"0",0,0,28
38,209.2,116.6,109.6,16.5,2,110,35.56,73,9.91,105,4.93,4,4.46,415,1091,148,"0",0,1,37
0,150.5,120.3,271.2,9,1,92,25.59,95,10.23,96,12.2,2,2.43,510,1092,86,"0",0,0,45
25,197.4,295.7,211.7,13.2,0,73,33.56,113,25.13,73,9.53,2,3.56,415,1093,78,"0",0,1,32
0,163.5,143.7,253.4,12.6,1,136,27.8,111,12.21,82,11.4,5,3.4,510,1094,94,"0",0,0,17
0,82.3,167.2,194.7,7.2,1,77,13.99,80,14.21,70,8.76,4,1.94,415,1095,89,"0",0,0,49
0,143.7,173.1,239.1,5.8,1,55,24.43,108,14.71,95,10.76,6,1.57,415,1097,76,"0",0,0,22
29,185.6,219.7,152.1,11.1,2,106,31.55,113,18.67,120,6.84,5,3,415,1099,90,"0",0,1,19
31,125.3,141.2,168.2,6.3,3,92,21.3,108,12,68,7.57,2,1.7,415,1100,102,"0",0,1,4
0,178.8,167.9,178.9,8.6,3,102,30.4,84,14.27,65,8.05,4,2.32,415,1101,83,"0",0,0,2
0,189.5,204.9,221.7,13.4,1,113,32.22,100,17.42,93,9.98,3,3.62,510,1103,87,"0",0,0,29
44,254.1,180.2,196.2,8.7,3,127,43.2,108,15.32,129,8.83,4,2.35,415,1104,121,"0",1,1,12
0,137.1,210.8,191.4,11.1,1,102,23.31,114,17.92,120,8.61,4,3,415,1106,73,"0",0,0,9
0,198.4,235.9,325.6,10.1,0,113,33.73,144,20.05,99,14.65,3,2.73,415,1107,95,"0",0,0,49
19,132.7,204.6,154.7,12.9,3,94,22.56,101,17.39,78,6.96,7,3.48,415,1108,21,"0",0,1,35
25,219.6,210.4,242.7,13.8,2,99,37.33,99,17.88,88,10.92,8,3.73,408,1109,163,"0",0,1,25
0,160.1,256.7,270,7,2,87,27.22,120,21.82,107,12.15,1,1.89,415,1110,141,"0",0,0,35
0,194.6,232.8,173.4,3.8,3,114,33.08,106,19.79,92,7.8,2,1.03,415,1111,95,"0",0,0,44
0,236.4,287.3,192,13.8,1,73,40.19,120,24.42,94,8.64,4,3.73,415,1112,184,"1",0,0,17
0,179.8,173.2,272.8,10.9,0,125,30.57,86,14.72,97,12.28,4,2.94,415,1113,67,"0",0,0,48
0,176.3,201,161.9,11.3,1,140,29.97,104,17.09,123,7.29,5,3.05,408,1116,130,"0",0,0,42
38,224.7,294,290,9.8,0,121,38.2,131,24.99,61,13.05,6,2.65,510,1118,100,"0",0,1,24
0,207.3,198.4,114.1,8.6,1,115,35.24,82,16.86,83,5.13,4,2.32,510,1119,149,"0",0,0,33
0,196.8,168,132.6,12.7,2,81,33.46,110,14.28,98,5.97,7,3.43,408,1120,29,"0",0,0,1
0,110.9,115.6,190.5,15.8,1,74,18.85,90,9.83,114,8.57,9,4.27,510,1121,131,"0",0,0,27
0,187,141.4,238.2,10,2,65,31.79,128,12.02,108,10.72,8,2.7,510,1124,133,"0",0,0,24
0,170.5,193.2,188,11.2,0,113,28.99,129,16.42,91,8.46,6,3.02,415,1125,112,"0",0,0,38
29,158.1,322.2,210,8.9,1,104,26.88,81,27.39,96,9.45,6,2.4,510,1128,65,"0",0,1,34
0,225.2,215.1,241.8,9.1,2,93,38.28,120,18.28,95,10.88,2,2.46,415,1129,74,"0",0,0,30
0,172.7,139.1,174.3,11.7,2,95,29.36,90,11.82,99,7.84,1,3.16,510,1131,68,"0",0,0,39
0,214.1,240.5,188.9,10.1,1,77,36.4,94,20.44,75,8.5,3,2.73,415,1132,54,"0",1,0,26
0,184.8,175.1,158.2,10.5,1,74,31.42,84,14.88,95,7.12,6,2.84,510,1133,124,"0",0,0,7
0,291.8,214.3,151.2,9.9,0,143,49.61,134,18.22,119,6.8,2,2.67,510,1135,173,"1",0,0,34
0,222.7,105.8,214.8,13.5,1,94,37.86,98,8.99,78,9.67,4,3.65,408,1136,110,"0",0,0,5
0,68.4,193.3,171.5,10.4,0,86,11.63,110,16.43,139,7.72,4,2.81,408,1137,130,"0",0,0,20
31,273,215.5,104.7,9.6,1,78,46.41,98,18.32,114,4.71,2,2.59,408,1138,91,"0",0,1,3
0,127.1,247.7,207.7,5,3,102,21.61,106,21.05,75,9.35,3,1.35,510,1140,138,"0",0,0,32
28,105.9,231.7,281.3,10.7,1,132,18,107,19.69,120,12.66,5,2.89,415,1141,101,"0",0,1,50
0,142.3,158,177.5,6,2,79,24.19,113,13.43,75,7.99,11,1.62,408,1142,136,"0",0,0,13
0,191.3,138.5,246,6.4,2,80,32.52,94,11.77,107,11.07,3,1.73,510,1143,111,"0",0,0,28
31,197.4,123.4,115.6,12.3,3,125,33.56,110,10.49,101,5.2,4,3.32,415,1147,106,"0",0,1,15
0,148.2,308.7,235.4,6.4,2,82,25.19,67,26.24,79,10.59,4,1.73,415,1148,88,"0",0,0,38
24,121.7,184,266.6,12.7,1,87,20.69,76,15.64,98,12,3,3.43,415,1150,56,"0",0,1,20
0,130.2,278,305.4,14,2,105,22.13,60,23.63,74,13.74,6,3.78,415,1151,84,"0",0,0,13
0,174.7,280.8,171.7,10.5,5,83,29.7,122,23.87,80,7.73,8,2.84,415,1153,16,"0",0,0,27
0,241,231.8,220.2,9.9,1,120,40.97,96,19.7,67,9.91,1,2.67,510,1154,76,"1",1,0,36
0,141.7,221,227.1,10.2,0,95,24.09,100,18.79,71,10.22,3,2.75,415,1155,93,"0",0,0,7
0,163.1,249.4,168.2,9,1,119,27.73,51,21.2,77,7.57,10,2.43,415,1156,123,"0",0,0,0
0,145.5,228.4,273.4,8.9,1,116,24.74,110,19.41,91,12.3,8,2.4,408,1157,64,"0",0,0,12
0,329.8,208.3,267.1,10.6,0,73,56.07,120,17.71,102,12.02,6,2.86,510,1158,82,"1",0,0,3
0,194.5,186.3,178.3,12.7,2,97,33.07,131,15.84,106,8.02,1,3.43,510,1159,107,"0",0,0,21
0,131.9,272.7,192.8,7.1,1,93,22.42,106,23.18,105,8.68,4,1.92,510,1160,110,"0",0,0,30
29,150,159.4,228.1,8.5,1,91,25.5,75,13.55,55,10.26,3,2.3,408,1161,96,"0",0,1,22
30,196.6,241.4,226,12.9,2,93,33.42,140,20.52,118,10.17,4,3.48,415,1162,47,"0",0,1,48
0,99.7,145.1,149.4,14.1,2,107,16.95,96,12.33,99,6.72,4,3.81,510,1163,115,"0",0,0,38
40,231.9,211.8,268.5,12.3,2,56,39.42,91,18,74,12.08,3,3.32,408,1164,163,"0",0,1,49
0,37.8,155.3,175,14.2,3,80,6.43,105,13.2,111,7.88,5,3.83,415,1165,90,"0",0,0,49
39,94.8,219.1,197.4,11.4,1,89,16.12,91,18.62,65,8.88,5,3.08,408,1166,90,"0",0,1,27
15,221.8,210.6,221.8,12.4,1,143,37.71,115,17.9,109,9.98,9,3.35,415,1167,174,"0",0,1,47
0,269,233.7,179.3,7.3,2,120,45.73,120,19.86,61,8.07,4,1.97,415,1168,95,"1",0,0,25
0,268.3,185.5,264.6,6.3,1,114,45.61,111,15.77,88,11.91,7,1.7,415,1169,79,"1",0,0,47
0,115.5,218.1,254.9,11.5,7,75,19.64,111,18.54,98,11.47,7,3.11,415,1170,99,"1",0,0,12
0,202.1,195.7,291.8,13.3,2,100,34.36,102,16.63,120,13.13,5,3.59,415,1171,114,"0",0,0,11
0,201.7,169.4,286.3,6,0,85,34.29,116,14.4,80,12.88,4,1.62,510,1172,133,"0",0,0,15
0,221.1,160.2,161.8,8.4,4,133,37.59,140,13.62,84,7.28,3,2.27,408,1173,133,"0",0,0,14
32,218.7,115,192.7,9.4,2,117,37.18,61,9.78,85,8.67,5,2.54,510,1174,93,"0",0,1,12
0,120.3,240.4,216.4,7.7,4,108,20.45,84,20.43,74,9.74,3,2.08,415,1175,140,"1",0,0,25
26,175.8,206.6,178,11.1,2,96,29.89,84,17.56,105,8.01,2,3,415,1176,96,"0",0,1,26
0,278.5,240.7,120,11.6,1,95,47.35,90,20.46,90,5.4,5,3.13,510,1177,144,"1",0,0,15
29,236.3,190.8,129,7.2,3,105,40.17,114,16.22,105,5.81,2,1.94,408,1178,24,"0",0,1,11
0,131.1,160.5,206.9,5.6,5,129,22.29,94,13.64,88,9.31,9,1.51,408,1179,50,"1",0,0,7
0,129.7,177.5,228.9,7.5,5,84,22.05,80,15.09,87,10.3,3,2.03,510,1182,76,"1",0,0,5
0,200,107.9,233.7,11.4,3,66,34,104,9.17,82,10.52,2,3.08,415,1183,99,"0",0,0,43
36,95.9,261.6,228.6,13.3,0,87,16.3,105,22.24,109,10.29,4,3.59,510,1184,83,"0",0,1,33
0,129.9,208.7,231.4,14.3,1,102,22.08,133,17.74,93,10.41,3,3.86,510,1185,70,"0",0,0,41
0,170.6,162.1,210.7,6.1,1,97,29,111,13.78,131,9.48,1,1.65,408,1188,104,"0",0,0,18
0,191.4,200.7,230.1,8.2,1,124,32.54,116,17.06,76,10.35,3,2.21,415,1189,106,"0",0,0,2
0,115.9,111.3,170.2,7.1,1,87,19.7,56,9.46,77,7.66,4,1.92,510,1190,100,"0",0,0,46
0,128.8,203.9,282.6,14.1,2,86,21.9,105,17.33,131,12.72,4,3.81,408,1191,99,"0",0,0,34
23,149,235.8,201.8,9.5,4,104,25.33,67,20.04,76,9.08,5,2.57,415,1192,113,"0",0,1,13
36,96.8,170.6,166,13.4,2,123,16.46,105,14.5,85,7.47,4,3.62,415,1193,111,"0",0,1,40
0,107.5,256.4,247.2,12.6,2,121,18.28,46,21.79,131,11.12,3,3.4,408,1194,161,"0",0,0,35
0,232.8,303.4,255.6,12.9,0,95,39.58,111,25.79,104,11.5,7,3.48,415,1195,70,"1",0,0,14
0,124.3,270.7,239.5,3.5,0,70,21.13,99,23.01,83,10.78,6,0.95,510,1197,130,"0",0,0,45
0,157.7,298.6,216.9,13.8,1,101,26.81,100,25.38,99,9.76,3,3.73,415,1198,92,"0",0,0,24
0,124.3,207.1,157.4,14.8,0,68,21.13,88,17.6,93,7.08,1,4,408,1199,119,"0",0,0,30
25,173,245.8,300,4.8,0,91,29.41,64,20.89,99,13.5,3,1.3,408,1200,127,"0",0,1,13
0,268.7,301,167,5.8,2,120,45.68,147,25.59,140,7.52,1,1.57,415,1201,80,"1",0,0,2
0,255.3,194.6,276.6,3.7,3,114,43.4,83,16.54,78,12.45,5,1,415,1203,85,"0",0,0,34
0,41.9,211,237.9,11.4,1,124,7.12,95,17.94,55,10.71,5,3.08,415,1204,79,"0",0,0,18
26,239.4,259.4,238,7.7,0,94,40.7,88,22.05,132,10.71,3,2.08,408,1206,120,"0",0,1,24
0,179.3,208.9,248.2,13.5,1,147,30.48,89,17.76,98,11.17,6,3.65,408,1207,60,"1",0,0,37
0,158,197,154.9,10,1,110,26.86,103,16.75,132,6.97,5,2.7,510,1208,120,"0",0,0,0
23,175.7,258.9,268.4,14.1,1,82,29.87,136,22.01,154,12.08,7,3.81,510,1209,71,"0",0,1,17
0,157.4,167.8,188.8,8.8,3,107,26.76,112,14.26,102,8.5,3,2.38,415,1210,124,"0",0,0,7
0,113.1,168.8,262.9,6.9,1,74,19.23,95,14.35,126,11.83,2,1.86,510,1211,23,"1",0,0,42
0,190.5,259.7,141.5,9.7,2,108,32.39,108,22.07,111,6.37,2,2.62,415,1213,54,"1",1,0,33
0,180.7,174.6,165.3,12,2,127,30.72,94,14.84,114,7.44,6,3.24,408,1215,42,"0",1,0,2
0,202.7,224.9,253.9,12.1,0,105,34.46,90,19.12,108,11.43,7,3.27,408,1216,134,"0",0,0,1
35,190.8,261.3,209.5,8.9,0,100,32.44,93,22.21,108,9.43,6,2.4,415,1217,66,"0",0,1,14
0,205.1,232.7,259.9,9.2,2,102,34.87,109,19.78,95,11.7,6,2.48,415,1218,66,"0",0,0,45
0,245.2,254.1,239.4,7.5,0,87,41.68,83,21.6,91,10.77,4,2.03,415,1222,77,"1",0,0,49
0,132.6,221.1,127.9,12.7,4,125,22.54,67,18.79,101,5.76,2,3.43,415,1223,111,"1",0,0,35
0,182.3,139.8,171.6,11.6,2,64,30.99,121,11.88,96,7.72,7,3.13,415,1224,125,"0",0,0,2
14,192.3,88.7,229.4,10.5,2,86,32.69,90,7.54,120,10.32,3,2.84,510,1225,115,"0",0,1,44
0,193,250,133.3,9.6,2,101,32.81,81,21.25,79,6,2,2.59,408,1226,114,"0",0,0,33
0,158.6,220,252.9,9.1,0,112,26.96,114,18.7,106,11.38,3,2.46,415,1227,106,"0",0,0,1
0,153.6,205.5,114.5,12.5,1,92,26.11,88,17.47,89,5.15,10,3.38,510,1228,59,"0",0,0,30
0,244.7,168,281.5,6.6,1,81,41.6,117,14.28,87,12.67,1,1.78,415,1229,21,"0",0,0,10
21,192,239.1,116.1,15.1,1,97,32.64,81,20.32,125,5.22,3,4.08,415,1230,201,"0",0,1,14
0,218.2,169.3,141.1,8,1,76,37.09,60,14.39,99,6.35,1,2.16,510,1231,88,"0",0,0,47
29,144.6,140,165.4,10.9,1,97,24.58,102,11.9,148,7.44,3,2.94,415,1232,85,"0",0,1,19
29,135.8,222.5,235.6,7.9,2,104,23.09,101,18.91,92,10.6,6,2.13,510,1233,45,"0",0,1,5
0,160.7,146.8,287.8,8.2,0,69,27.32,106,12.48,144,12.95,5,2.21,510,1234,116,"0",0,0,39
0,227.4,73.2,114.3,4.7,0,90,38.66,135,6.22,99,5.14,7,1.27,510,1235,133,"0",0,0,21
0,191.6,205.6,210.2,9.2,2,115,32.57,108,17.48,123,9.46,3,2.48,408,1236,125,"0",0,0,38
0,286.6,223.2,203.7,11.5,1,73,48.72,108,18.97,107,9.17,5,3.11,415,1240,54,"1",0,0,10
29,164.6,262.8,123.8,15.2,1,121,27.98,108,22.34,131,5.57,4,4.1,415,1241,160,"0",0,1,21
0,163.2,167.6,87.5,6.2,1,80,27.74,90,14.25,90,3.94,10,1.67,510,1243,132,"0",0,0,50
0,225,244.2,221.2,10.7,0,110,38.25,111,20.76,93,9.95,4,2.89,510,1244,21,"0",0,0,43
0,176.1,199.7,263.9,8.5,2,103,29.94,130,16.97,96,11.88,6,2.3,415,1245,93,"0",0,0,32
36,254.2,228.1,98,13.8,5,78,43.21,105,19.39,125,4.41,7,3.73,415,1246,147,"0",0,1,2
0,211.8,230.9,217.1,10.7,3,84,36.01,137,19.63,99,9.77,9,2.89,415,1248,63,"0",0,0,30
0,241.9,126.9,185.6,11.7,0,102,41.12,117,10.79,92,8.35,6,3.16,415,1249,107,"0",0,0,23
0,194,241,227.5,11.9,0,103,32.98,116,20.49,153,10.24,5,3.21,415,1251,124,"0",0,0,38
0,109.7,223.8,240.3,15.4,3,148,18.65,87,19.02,96,10.81,8,4.16,510,1252,115,"0",0,0,20
0,192.1,163.6,169.7,6.1,0,83,32.66,88,13.91,138,7.64,3,1.65,408,1254,89,"0",0,0,38
0,198.4,216.9,112.8,13.1,0,147,33.73,121,18.44,125,5.08,4,3.54,415,1255,72,"0",0,0,38
0,167.8,142,190.7,7.3,2,119,28.53,123,12.07,128,8.58,4,1.97,408,1257,116,"0",0,0,32
0,139.2,191.4,286.5,11.8,3,140,23.66,113,16.27,125,12.89,3,3.19,408,1258,78,"0",0,0,26
